"vendita_sk","cliente_sk","prodotto_sk","data_sk","spedizione_sk","quantita","ordine_id","prezzo_unitario","sconto","ricavi"
452,11821,13,2103,220,1,225,"1104.74","0.00","1104.74"
453,11821,22,2103,220,1,225,"70.60","5.00","67.07"
454,3945,2,1807,221,1,226,"445.08","0.00","445.08"
455,107,18,1594,222,1,227,"209.45","0.00","209.45"
456,6975,10,1656,223,1,228,"853.01","10.00","767.71"
457,6975,25,1656,223,1,228,"835.67","0.00","835.67"
458,4944,4,1773,224,1,229,"855.56","0.00","855.56"
459,2653,14,1790,225,1,230,"1113.24","0.00","1113.24"
460,2653,31,1790,225,1,230,"110.61","20.00","88.49"
461,2653,20,1790,225,1,230,"922.14","0.00","922.14"
462,14113,13,1786,226,1,231,"1104.74","0.00","1104.74"
463,9174,24,2036,227,1,232,"519.26","20.00","415.41"
464,9174,3,2036,227,2,232,"1172.87","0.00","2345.74"
465,9174,35,2036,227,1,232,"1082.98","5.00","1028.83"
466,15694,3,1940,228,1,233,"1172.87","0.00","1172.87"
467,7842,10,1961,229,1,234,"853.01","5.00","810.36"
468,795,28,1899,230,1,235,"528.07","0.00","528.07"
469,795,25,1899,230,1,235,"835.67","0.00","835.67"
470,795,33,1899,230,1,235,"73.31","0.00","73.31"
471,13980,32,1745,231,1,236,"225.07","0.00","225.07"
472,1415,35,2056,232,1,237,"1082.98","0.00","1082.98"
473,1415,11,2056,232,1,237,"1158.25","0.00","1158.25"
474,3419,27,2094,233,1,238,"1315.30","0.00","1315.30"
475,3419,13,2094,233,3,238,"1104.74","0.00","3314.22"
476,12689,26,1975,234,1,239,"909.52","15.00","773.09"
477,12689,33,1975,234,1,239,"73.31","0.00","73.31"
478,12689,34,1975,234,1,239,"364.11","0.00","364.11"
479,16502,29,1482,235,1,240,"998.86","0.00","998.86"
480,16502,9,1482,235,1,240,"1425.18","5.00","1353.92"
481,16502,11,1482,235,3,240,"1158.25","0.00","3474.75"
482,8664,23,1942,236,1,241,"1284.93","0.00","1284.93"
483,8664,17,1942,236,1,241,"632.68","0.00","632.68"
484,10431,9,1973,237,1,242,"1425.18","0.00","1425.18"
485,10431,25,1973,237,1,242,"835.67","20.00","668.54"
486,13600,31,1976,238,1,243,"110.61","0.00","110.61"
487,13600,20,1976,238,1,243,"922.14","0.00","922.14"
488,10959,9,1427,239,1,244,"1425.18","10.00","1282.66"
489,10959,27,1427,239,1,244,"1315.30","0.00","1315.30"
490,3226,5,1891,240,1,245,"1325.60","0.00","1325.60"
491,8851,17,1835,241,1,246,"632.68","0.00","632.68"
492,8851,16,1835,241,1,246,"246.85","5.00","234.51"
493,8851,13,1835,241,1,246,"1104.74","5.00","1049.50"
494,8851,8,1835,241,1,246,"1163.68","0.00","1163.68"
495,14436,1,1938,242,1,247,"859.64","0.00","859.64"
496,14436,8,1938,242,1,247,"1163.68","0.00","1163.68"
497,10375,22,1632,243,1,248,"70.60","0.00","70.60"
498,14891,30,1689,244,1,249,"1484.42","5.00","1410.20"
499,14891,11,1689,244,1,249,"1158.25","0.00","1158.25"
500,8513,15,1870,245,1,250,"223.11","0.00","223.11"
501,8513,27,1870,245,3,250,"1315.30","5.00","3748.61"
502,12789,28,1680,246,1,251,"528.07","0.00","528.07"
503,12789,33,1680,246,1,251,"73.31","0.00","73.31"
504,12789,27,1680,246,1,251,"1315.30","0.00","1315.30"
505,10229,20,2065,247,2,252,"922.14","0.00","1844.28"
506,134,10,1904,248,2,253,"853.01","10.00","1535.42"
507,134,28,1904,248,1,253,"528.07","0.00","528.07"
508,134,27,1904,248,1,253,"1315.30","0.00","1315.30"
509,209,21,2000,249,1,254,"62.01","15.00","52.71"
510,17005,32,1634,250,1,255,"225.07","10.00","202.56"
511,5928,33,1990,251,1,256,"73.31","10.00","65.98"
512,5928,30,1990,251,1,256,"1484.42","5.00","1410.20"
513,12240,7,1697,252,1,257,"407.07","0.00","407.07"
514,12240,3,1697,252,1,257,"1172.87","5.00","1114.23"
515,8285,2,1640,253,1,258,"445.08","0.00","445.08"
516,18852,9,1595,254,1,259,"1425.18","15.00","1211.40"
517,18852,28,1595,254,1,259,"528.07","0.00","528.07"
518,8631,33,1963,255,1,260,"73.31","0.00","73.31"
519,18004,32,2140,256,2,261,"225.07","0.00","450.14"
520,11281,34,2035,257,1,262,"364.11","10.00","327.70"
521,11281,11,2035,257,1,262,"1158.25","15.00","984.51"
522,11281,15,2035,257,1,262,"223.11","0.00","223.11"
523,9151,10,1799,258,1,263,"853.01","0.00","853.01"
524,16348,4,1460,259,2,264,"855.56","0.00","1711.12"
525,16348,19,1460,259,1,264,"1143.41","5.00","1086.24"
526,16348,31,1460,259,1,264,"110.61","15.00","94.02"
527,9694,5,1442,260,1,265,"1325.60","0.00","1325.60"
528,9694,2,1442,260,1,265,"445.08","0.00","445.08"
529,8115,9,1425,261,1,266,"1425.18","0.00","1425.18"
530,1649,34,1650,262,1,267,"364.11","0.00","364.11"
531,11851,15,2025,263,2,268,"223.11","0.00","446.22"
532,11851,17,2025,263,1,268,"632.68","0.00","632.68"
533,11851,23,2025,263,1,268,"1284.93","0.00","1284.93"
534,880,14,1547,264,1,269,"1113.24","5.00","1057.58"
535,880,5,1547,264,1,269,"1325.60","0.00","1325.60"
536,880,16,1547,264,1,269,"246.85","5.00","234.51"
537,15486,10,2119,265,1,270,"853.01","0.00","853.01"
538,15486,34,2119,265,1,270,"364.11","0.00","364.11"
539,15486,11,2119,265,1,270,"1158.25","0.00","1158.25"
540,927,2,2089,266,1,272,"445.08","0.00","445.08"
541,927,26,2089,266,1,272,"909.52","15.00","773.09"
542,927,9,2089,266,1,272,"1425.18","10.00","1282.66"
543,927,25,2089,266,2,272,"835.67","0.00","1671.34"
544,16254,3,1956,267,1,273,"1172.87","5.00","1114.23"
545,16254,31,1956,267,2,273,"110.61","0.00","221.22"
546,16254,33,1956,267,1,273,"73.31","0.00","73.31"
547,6253,13,2106,268,2,274,"1104.74","0.00","2209.48"
548,6253,25,2106,268,1,274,"835.67","0.00","835.67"
549,6253,7,2106,268,1,274,"407.07","0.00","407.07"
550,18636,2,1936,269,2,275,"445.08","0.00","890.16"
551,18636,7,1936,269,1,275,"407.07","5.00","386.72"
552,18636,27,1936,269,1,275,"1315.30","0.00","1315.30"
553,3240,14,1968,270,1,276,"1113.24","5.00","1057.58"
554,9790,5,1678,271,1,277,"1325.60","0.00","1325.60"
555,4670,3,1862,272,1,278,"1172.87","0.00","1172.87"
556,17099,4,2131,273,1,279,"855.56","0.00","855.56"
557,17099,1,2131,273,1,279,"859.64","0.00","859.64"
558,17099,23,2131,273,1,279,"1284.93","10.00","1156.44"
559,10844,25,1512,274,1,280,"835.67","0.00","835.67"
560,10844,14,1512,274,1,280,"1113.24","10.00","1001.92"
561,10844,11,1512,274,1,280,"1158.25","10.00","1042.43"
562,16896,5,1899,275,1,281,"1325.60","0.00","1325.60"
563,862,7,1977,276,1,282,"407.07","5.00","386.72"
564,3770,21,1923,277,1,283,"62.01","0.00","62.01"
565,3770,25,1923,277,1,283,"835.67","0.00","835.67"
566,2440,27,1980,278,1,284,"1315.30","0.00","1315.30"
567,2440,34,1980,278,1,284,"364.11","10.00","327.70"
568,2440,22,1980,278,1,284,"70.60","0.00","70.60"
569,2440,1,1980,278,2,284,"859.64","5.00","1633.32"
570,12336,4,1555,279,1,286,"855.56","0.00","855.56"
571,12336,18,1555,279,1,286,"209.45","20.00","167.56"
572,12336,16,1555,279,1,286,"246.85","0.00","246.85"
573,13739,26,1624,280,2,287,"909.52","5.00","1728.09"
574,13739,24,1624,280,1,287,"519.26","0.00","519.26"
575,13739,30,1624,280,3,287,"1484.42","0.00","4453.26"
576,689,16,1434,281,1,288,"246.85","5.00","234.51"
577,768,22,1981,282,1,289,"70.60","10.00","63.54"
578,768,15,1981,282,1,289,"223.11","0.00","223.11"
579,768,30,1981,282,2,289,"1484.42","0.00","2968.84"
580,13693,25,1636,283,1,290,"835.67","10.00","752.10"
581,13693,8,1636,283,1,290,"1163.68","0.00","1163.68"
582,13693,23,1636,283,1,290,"1284.93","0.00","1284.93"
583,13693,4,1636,283,1,290,"855.56","10.00","770.00"
584,3920,31,1718,284,1,291,"110.61","5.00","105.08"
585,3920,29,1718,284,1,291,"998.86","0.00","998.86"
586,12690,27,1838,285,2,292,"1315.30","10.00","2367.54"
587,16060,35,1954,286,2,293,"1082.98","0.00","2165.96"
588,16060,33,1954,286,1,293,"73.31","0.00","73.31"
589,1172,17,1774,287,1,295,"632.68","0.00","632.68"
590,1172,32,1774,287,1,295,"225.07","20.00","180.06"
591,1172,22,1774,287,2,295,"70.60","10.00","127.08"
592,2879,34,1800,288,1,296,"364.11","0.00","364.11"
593,2879,5,1800,288,2,296,"1325.60","0.00","2651.20"
594,3901,21,1536,289,1,297,"62.01","5.00","58.91"
595,3901,4,1536,289,1,297,"855.56","10.00","770.00"
596,7728,8,1890,290,1,298,"1163.68","5.00","1105.50"
597,7728,5,1890,290,1,298,"1325.60","0.00","1325.60"
598,7728,24,1890,290,1,298,"519.26","0.00","519.26"
599,10004,35,1632,291,1,299,"1082.98","5.00","1028.83"
600,10004,5,1632,291,1,299,"1325.60","15.00","1126.76"
601,10004,22,1632,291,1,299,"70.60","0.00","70.60"
602,14222,33,1958,292,2,300,"73.31","0.00","146.62"
603,17126,6,1895,293,1,301,"1004.53","5.00","954.30"
604,15290,1,1868,294,1,302,"859.64","10.00","773.68"
605,11294,17,1729,295,1,303,"632.68","5.00","601.05"
606,11294,31,1729,295,3,303,"110.61","0.00","331.83"
607,7553,34,1986,296,2,304,"364.11","0.00","728.22"
608,4992,30,1701,297,1,305,"1484.42","15.00","1261.76"
609,4992,27,1701,297,1,305,"1315.30","0.00","1315.30"
610,2467,26,1449,298,1,306,"909.52","0.00","909.52"
611,15936,20,2002,299,1,307,"922.14","0.00","922.14"
612,15936,11,2002,299,1,307,"1158.25","5.00","1100.34"
613,8391,1,2056,300,1,308,"859.64","0.00","859.64"
614,3266,14,2034,301,2,309,"1113.24","0.00","2226.48"
615,3266,35,2034,301,1,309,"1082.98","0.00","1082.98"
616,3266,24,2034,301,1,309,"519.26","0.00","519.26"
617,3266,16,2034,301,1,309,"246.85","0.00","246.85"
618,3266,11,2034,301,1,309,"1158.25","0.00","1158.25"
619,4744,31,1810,302,1,310,"110.61","10.00","99.55"
620,6465,17,1870,303,2,311,"632.68","0.00","1265.36"
621,16991,35,1596,304,1,312,"1082.98","0.00","1082.98"
622,18893,28,1638,305,1,313,"528.07","0.00","528.07"
623,18893,11,1638,305,1,313,"1158.25","0.00","1158.25"
624,11537,10,1509,306,1,314,"853.01","15.00","725.06"
625,659,29,1950,307,2,315,"998.86","5.00","1897.83"
626,659,2,1950,307,2,315,"445.08","10.00","801.14"
627,659,14,1950,307,2,315,"1113.24","0.00","2226.48"
628,13810,29,1802,308,3,316,"998.86","0.00","2996.58"
629,10905,5,1464,309,3,317,"1325.60","10.00","3579.12"
630,10905,12,1464,309,1,317,"1303.57","10.00","1173.21"
631,10905,10,1464,309,1,317,"853.01","5.00","810.36"
632,10905,15,1464,309,2,317,"223.11","5.00","423.91"
633,3729,11,2123,310,1,318,"1158.25","0.00","1158.25"
634,8402,25,1748,311,1,319,"835.67","0.00","835.67"
635,1454,13,1698,312,1,320,"1104.74","0.00","1104.74"
636,1454,17,1698,312,1,320,"632.68","10.00","569.41"
637,409,27,1889,313,1,322,"1315.30","0.00","1315.30"
638,409,12,1889,313,1,322,"1303.57","5.00","1238.39"
639,17325,1,2077,314,2,323,"859.64","5.00","1633.32"
640,17325,33,2077,314,1,323,"73.31","0.00","73.31"
641,17325,34,2077,314,2,323,"364.11","0.00","728.22"
642,13116,2,1611,315,1,324,"445.08","20.00","356.06"
643,13116,33,1611,315,1,324,"73.31","0.00","73.31"
644,6502,32,1772,316,2,325,"225.07","5.00","427.63"
645,6502,27,1772,316,1,325,"1315.30","15.00","1118.01"
646,6502,14,1772,316,1,325,"1113.24","0.00","1113.24"
647,9734,31,1720,317,1,326,"110.61","5.00","105.08"
648,9734,32,1720,317,1,326,"225.07","5.00","213.82"
649,1080,18,1667,318,1,327,"209.45","5.00","198.98"
650,1080,30,1667,318,1,327,"1484.42","0.00","1484.42"
651,1080,11,1667,318,1,327,"1158.25","15.00","984.51"
652,242,9,1638,319,1,328,"1425.18","0.00","1425.18"
653,4606,6,1685,320,1,329,"1004.53","10.00","904.08"
654,4606,35,1685,320,1,329,"1082.98","0.00","1082.98"
655,14862,7,2107,321,1,330,"407.07","0.00","407.07"
656,14862,1,2107,321,2,330,"859.64","0.00","1719.28"
657,10613,10,1751,322,1,331,"853.01","0.00","853.01"
658,10613,13,1751,322,1,331,"1104.74","0.00","1104.74"
659,18351,1,1444,323,2,332,"859.64","5.00","1633.32"
660,18351,5,1444,323,1,332,"1325.60","0.00","1325.60"
661,4681,19,1686,324,1,333,"1143.41","5.00","1086.24"
662,4681,24,1686,324,3,333,"519.26","0.00","1557.78"
663,11876,27,1545,325,3,334,"1315.30","0.00","3945.90"
664,11876,9,1545,325,2,334,"1425.18","0.00","2850.36"
665,11876,21,1545,325,1,334,"62.01","0.00","62.01"
666,11074,26,1533,326,1,335,"909.52","0.00","909.52"
667,10139,27,2045,327,1,336,"1315.30","0.00","1315.30"
668,16957,15,1480,328,1,337,"223.11","0.00","223.11"
669,3342,3,1436,329,1,338,"1172.87","0.00","1172.87"
670,3342,6,1436,329,1,338,"1004.53","0.00","1004.53"
671,583,24,1929,330,1,339,"519.26","5.00","493.30"
672,583,33,1929,330,3,339,"73.31","0.00","219.93"
673,16450,9,1980,331,1,340,"1425.18","0.00","1425.18"
674,16450,14,1980,331,3,340,"1113.24","0.00","3339.72"
675,519,23,1530,332,1,341,"1284.93","0.00","1284.93"
676,519,3,1530,332,2,341,"1172.87","5.00","2228.45"
677,685,11,1610,333,1,342,"1158.25","5.00","1100.34"
678,14133,32,1687,334,1,343,"225.07","0.00","225.07"
679,14133,11,1687,334,2,343,"1158.25","15.00","1969.03"
680,14133,1,1687,334,3,343,"859.64","0.00","2578.92"
681,7455,17,1579,335,1,344,"632.68","0.00","632.68"
682,14348,19,1948,336,1,345,"1143.41","0.00","1143.41"
683,4432,14,1556,337,1,347,"1113.24","0.00","1113.24"
684,4432,27,1556,337,1,347,"1315.30","0.00","1315.30"
685,17090,29,1433,338,1,348,"998.86","0.00","998.86"
686,17090,3,1433,338,1,348,"1172.87","0.00","1172.87"
687,11895,6,1443,339,1,349,"1004.53","20.00","803.62"
688,11895,13,1443,339,1,349,"1104.74","15.00","939.03"
689,11895,17,1443,339,1,349,"632.68","15.00","537.78"
690,11895,29,1443,339,1,349,"998.86","0.00","998.86"
691,1186,8,1718,340,1,350,"1163.68","0.00","1163.68"
692,1186,29,1718,340,1,350,"998.86","5.00","948.92"
693,17799,23,1935,341,3,351,"1284.93","0.00","3854.79"
694,17799,28,1935,341,1,351,"528.07","10.00","475.26"
695,15713,25,2003,342,2,352,"835.67","0.00","1671.34"
696,15713,11,2003,342,2,352,"1158.25","0.00","2316.50"
697,15713,22,2003,342,1,352,"70.60","5.00","67.07"
698,11672,11,1421,343,1,353,"1158.25","0.00","1158.25"
699,11672,33,1421,343,1,353,"73.31","5.00","69.64"
700,5018,12,1733,344,2,354,"1303.57","5.00","2476.78"
701,3861,34,1975,345,1,355,"364.11","10.00","327.70"
702,3861,3,1975,345,2,355,"1172.87","5.00","2228.45"
703,3861,23,1975,345,2,355,"1284.93","10.00","2312.87"
704,7187,4,1547,346,1,356,"855.56","0.00","855.56"
705,7187,15,1547,346,1,356,"223.11","5.00","211.95"
706,2136,22,1469,347,2,357,"70.60","0.00","141.20"
707,2136,1,1469,347,1,357,"859.64","0.00","859.64"
708,2136,32,1469,347,1,357,"225.07","20.00","180.06"
709,14304,20,2017,348,1,358,"922.14","0.00","922.14"
710,8051,24,1656,349,1,359,"519.26","5.00","493.30"
711,8051,27,1656,349,1,359,"1315.30","0.00","1315.30"
712,7425,17,1566,350,2,360,"632.68","0.00","1265.36"
713,2584,26,1705,351,1,361,"909.52","5.00","864.04"
714,6266,15,1558,352,2,362,"223.11","5.00","423.91"
715,6266,10,1558,352,1,362,"853.01","10.00","767.71"
716,1095,7,1966,353,1,363,"407.07","0.00","407.07"
717,1095,31,1966,353,1,363,"110.61","10.00","99.55"
718,7046,5,1645,354,1,364,"1325.60","0.00","1325.60"
719,15780,10,1779,355,1,365,"853.01","5.00","810.36"
720,15780,27,1779,355,1,365,"1315.30","0.00","1315.30"
721,15780,8,1779,355,2,365,"1163.68","0.00","2327.36"
722,7503,21,1826,356,2,366,"62.01","5.00","117.82"
723,2105,21,2132,357,1,367,"62.01","0.00","62.01"
724,2105,12,2132,357,1,367,"1303.57","0.00","1303.57"
725,6369,31,1693,358,1,368,"110.61","10.00","99.55"
726,6369,33,1693,358,1,368,"73.31","15.00","62.31"
727,8671,9,1783,359,1,369,"1425.18","0.00","1425.18"
728,8671,19,1783,359,1,369,"1143.41","0.00","1143.41"
729,12372,14,2064,360,2,370,"1113.24","0.00","2226.48"
730,12372,28,2064,360,1,370,"528.07","5.00","501.67"
731,4972,1,2053,361,1,371,"859.64","0.00","859.64"
732,4972,20,2053,361,1,371,"922.14","5.00","876.03"
733,4972,22,2053,361,1,371,"70.60","0.00","70.60"
734,16060,13,1816,362,1,372,"1104.74","0.00","1104.74"
735,16060,27,1816,362,1,372,"1315.30","5.00","1249.54"
736,16060,7,1816,362,2,372,"407.07","0.00","814.14"
737,11317,33,1530,363,1,373,"73.31","0.00","73.31"
738,1683,31,1737,364,1,374,"110.61","0.00","110.61"
739,471,17,1468,365,1,375,"632.68","0.00","632.68"
740,471,34,1468,365,1,375,"364.11","0.00","364.11"
741,17403,15,1702,366,1,376,"223.11","5.00","211.95"
742,17403,35,1702,366,1,376,"1082.98","5.00","1028.83"
743,6024,18,2130,367,1,377,"209.45","0.00","209.45"
744,6024,28,2130,367,1,377,"528.07","10.00","475.26"
745,5713,33,1920,368,1,378,"73.31","10.00","65.98"
746,5220,32,1525,369,1,379,"225.07","0.00","225.07"
747,5220,2,1525,369,1,379,"445.08","0.00","445.08"
748,4929,29,1690,370,1,380,"998.86","20.00","799.09"
749,4200,26,2032,371,1,381,"909.52","0.00","909.52"
750,4200,12,2032,371,1,381,"1303.57","0.00","1303.57"
751,4258,27,1673,372,1,382,"1315.30","5.00","1249.54"
752,4258,13,1673,372,1,382,"1104.74","0.00","1104.74"
753,1614,27,1828,373,1,383,"1315.30","0.00","1315.30"
754,8081,6,1737,374,2,384,"1004.53","0.00","2009.06"
755,16252,18,1677,375,3,385,"209.45","0.00","628.35"
756,6287,11,1841,376,1,386,"1158.25","0.00","1158.25"
757,6287,13,1841,376,1,386,"1104.74","0.00","1104.74"
758,6287,25,1841,376,1,386,"835.67","10.00","752.10"
759,16943,35,1494,377,1,387,"1082.98","15.00","920.53"
760,16943,5,1494,377,1,387,"1325.60","0.00","1325.60"
761,16943,26,1494,377,1,387,"909.52","0.00","909.52"
762,16943,7,1494,377,1,387,"407.07","10.00","366.36"
763,2951,1,1436,378,1,388,"859.64","10.00","773.68"
764,2951,33,1436,378,1,388,"73.31","0.00","73.31"
765,2951,25,1436,378,2,388,"835.67","5.00","1587.77"
766,16464,16,1626,379,1,389,"246.85","0.00","246.85"
767,16464,9,1626,379,1,389,"1425.18","5.00","1353.92"
768,2162,24,1776,380,1,390,"519.26","0.00","519.26"
769,2162,21,1776,380,1,390,"62.01","0.00","62.01"
770,11170,21,1899,381,1,391,"62.01","0.00","62.01"
771,218,8,1682,382,1,392,"1163.68","0.00","1163.68"
772,218,27,1682,382,1,392,"1315.30","0.00","1315.30"
773,218,5,1682,382,1,392,"1325.60","0.00","1325.60"
774,218,22,1682,382,1,392,"70.60","0.00","70.60"
775,6978,25,1760,383,1,393,"835.67","10.00","752.10"
776,6978,29,1760,383,1,393,"998.86","0.00","998.86"
777,6978,22,1760,383,1,393,"70.60","0.00","70.60"
778,7716,20,1583,384,1,394,"922.14","0.00","922.14"
779,7716,28,1583,384,1,394,"528.07","10.00","475.26"
780,7716,26,1583,384,1,394,"909.52","5.00","864.04"
781,3539,15,1536,385,1,395,"223.11","0.00","223.11"
782,3539,20,1536,385,1,395,"922.14","10.00","829.93"
783,14752,14,1858,386,2,396,"1113.24","5.00","2115.16"
784,5352,21,1454,387,1,397,"62.01","0.00","62.01"
785,5352,22,1454,387,1,397,"70.60","10.00","63.54"
786,5352,29,1454,387,1,397,"998.86","0.00","998.86"
787,5352,2,1454,387,2,397,"445.08","0.00","890.16"
788,5352,3,1454,387,1,397,"1172.87","15.00","996.94"
789,2416,4,1418,388,1,398,"855.56","0.00","855.56"
790,2416,19,1418,388,3,398,"1143.41","20.00","2744.18"
791,2416,7,1418,388,1,398,"407.07","10.00","366.36"
792,2416,16,1418,388,1,398,"246.85","5.00","234.51"
793,19710,27,1502,389,1,399,"1315.30","0.00","1315.30"
794,19818,11,2122,390,1,400,"1158.25","5.00","1100.34"
795,17313,18,1982,391,1,401,"209.45","0.00","209.45"
796,17313,8,1982,391,1,401,"1163.68","5.00","1105.50"
797,12808,34,1475,392,1,402,"364.11","0.00","364.11"
798,12808,28,1475,392,3,402,"528.07","0.00","1584.21"
799,12808,15,1475,392,1,402,"223.11","0.00","223.11"
800,9223,30,1798,393,1,403,"1484.42","0.00","1484.42"
801,18374,30,1521,394,2,404,"1484.42","0.00","2968.84"
802,8051,1,2070,395,1,405,"859.64","0.00","859.64"
803,19607,24,1933,396,1,406,"519.26","10.00","467.33"
804,19607,35,1933,396,1,406,"1082.98","0.00","1082.98"
805,19607,32,1933,396,1,406,"225.07","5.00","213.82"
806,19607,31,1933,396,1,406,"110.61","10.00","99.55"
807,15668,26,2028,397,1,407,"909.52","20.00","727.62"
808,15668,16,2028,397,1,407,"246.85","0.00","246.85"
809,17286,15,1744,398,1,408,"223.11","0.00","223.11"
810,4667,34,1553,399,1,409,"364.11","0.00","364.11"
811,9071,15,1604,400,1,410,"223.11","15.00","189.64"
812,9071,26,1604,400,1,410,"909.52","0.00","909.52"
813,9071,20,1604,400,1,410,"922.14","0.00","922.14"
814,5584,5,1981,401,1,411,"1325.60","10.00","1193.04"
815,17454,11,1582,402,1,412,"1158.25","10.00","1042.43"
816,17454,2,1582,402,1,412,"445.08","0.00","445.08"
817,19618,14,1755,403,1,413,"1113.24","15.00","946.25"
818,19618,13,1755,403,1,413,"1104.74","0.00","1104.74"
819,16844,28,1682,404,1,414,"528.07","20.00","422.46"
820,18699,16,1931,405,2,415,"246.85","0.00","493.70"
821,8774,25,1643,406,1,416,"835.67","10.00","752.10"
822,11928,14,1435,407,1,417,"1113.24","0.00","1113.24"
823,13368,28,1663,408,1,418,"528.07","10.00","475.26"
824,2018,27,1856,409,1,419,"1315.30","0.00","1315.30"
825,19727,33,1937,410,2,420,"73.31","5.00","139.29"
826,19727,8,1937,410,2,420,"1163.68","20.00","1861.89"
827,14083,28,2004,411,1,421,"528.07","20.00","422.46"
828,14083,1,2004,411,1,421,"859.64","5.00","816.66"
829,2392,30,1421,412,1,422,"1484.42","5.00","1410.20"
830,2392,18,1421,412,1,422,"209.45","5.00","198.98"
831,2392,6,1421,412,1,422,"1004.53","15.00","853.85"
832,10331,9,1916,413,1,423,"1425.18","5.00","1353.92"
833,11429,10,1495,414,1,424,"853.01","0.00","853.01"
834,11429,22,1495,414,1,424,"70.60","0.00","70.60"
835,8201,2,1811,415,1,425,"445.08","0.00","445.08"
836,6905,31,1485,416,2,426,"110.61","0.00","221.22"
837,6905,32,1485,416,1,426,"225.07","0.00","225.07"
838,6905,16,1485,416,1,426,"246.85","5.00","234.51"
839,6905,1,1485,416,1,426,"859.64","5.00","816.66"
840,12727,24,1534,417,2,427,"519.26","5.00","986.59"
841,12727,23,1534,417,1,427,"1284.93","0.00","1284.93"
